"X","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95","model","scenario_","year"
49,"Vietnam","VN",8.2,6.06532666666667,5.32496259825626,6.80569073507707,2.78245156280456,14.8906409939288,4.3167853576567,30.3455886116597,5.00337372139812,37.8028410447634,-2.13467333333333,1.53433379485214,15.4549476177309,-2.87503740174374,2.22092215859356,22.9122000508346,"GCAM 6.0 NGFS","Below 2","30"
2,"Australia","AU",20,17.2850083333333,16.3651246861964,18.2048919804703,0.528295218534761,0,0.766841466765858,2.74587822829582,0.821111040485216,2.99296970394599,-2.71499166666667,0.238546248231097,2.74587822829582,-3.6348753138036,0.292815821950455,2.99296970394599,"GCAM 6.0 NGFS","Delayed transition","30"
3,"Austria","AT",19,17.1934833333333,16.3869245675822,18.0000420990844,0.640457129391164,1.00324021516269,0.772340303489892,2.786714812696,0.819813232819021,2.99070471091605,-1.80651666666667,0.131883174098728,1.78347459753331,-2.61307543241777,0.179356103427857,1.98746449575336,"GCAM 6.0 NGFS","Delayed transition","30"
4,"Belgium","BE",18,16.8845216666667,15.9235614081682,17.8454819251651,0.720901920982245,2.2670672729256,0.790588955017092,2.89557652589372,0.848179134619456,3.01201403272117,-1.11547833333333,0.0696870340348473,0.628509252968115,-2.07643859183177,0.127277213637211,0.744946759795567,"GCAM 6.0 NGFS","Delayed transition","30"
5,"Brazil","BR",8.8,7.26136833333333,6.45481897376951,8.06791769289715,2.45676393977302,11.944320897897,3.3807938882389,20.6637185997538,3.98932788453489,26.8854906772513,-1.53863166666667,0.924029948465878,8.71939770185678,-2.34518102623049,1.53256394476187,14.9411697793543,"GCAM 6.0 NGFS","Delayed transition","30"
6,"Bulgaria","BG",10.8,11.3517566666667,10.5441101730092,12.1594031603242,1.64753048899489,5.6077084980296,1.48862867597017,4.63270481744215,1.72981843718707,6.1595395964254,0.551756666666666,-0.15890181302472,-0.975003680587456,-0.255889826990829,0.0822879481921772,0.551831098395795,"GCAM 6.0 NGFS","Delayed transition","30"
7,"Canada","CA",20,15.7680916666667,14.9636384674576,16.5725448658758,0.528295218534761,0,0.858199404399293,3.00875058682217,0.916680971831803,2.95046842465149,-4.23190833333333,0.329904185864532,3.00875058682217,-5.03636153254243,0.388385753297042,2.95046842465149,"GCAM 6.0 NGFS","Delayed transition","30"
8,"Chile","CL",16.4,14.8847633333333,13.7363393376369,16.0331873290297,0.819036042193129,2.98927803787558,0.923184518526438,2.94379692185859,1.04021185255764,2.93721095056335,-1.51523666666666,0.104148476333309,-0.0454811160169868,-2.66366066236306,0.221175810364508,-0.0520670873122242,"GCAM 6.0 NGFS","Delayed transition","30"
9,"China","CN",16.4,10.061775,9.22415419000392,10.8993958099961,0.819036042193129,2.98927803787558,1.90081726457349,7.38902342786325,2.25123482478441,10.1788569555877,-6.338225,1.08178122238036,4.39974538998767,-7.17584580999608,1.43219878259128,7.18957891771208,"GCAM 6.0 NGFS","Delayed transition","30"
10,"Croatia","HR",9.6,7.77859333333333,6.94624126094541,8.61094540572126,2.08522074183164,8.81797674987291,3.03714824650614,17.2983116667919,3.60771083039331,22.9484343125461,-1.82140666666667,0.951927504674499,8.48033491691897,-2.65375873905459,1.52249008856167,14.1304575626732,"GCAM 6.0 NGFS","Delayed transition","30"
11,"Czech Republic","CZ",17,15.2070716666667,14.3453356582204,16.068807675113,0.783809906904573,2.85987858509344,0.897579636201164,2.97167047285964,0.972467680566653,2.91180221444419,-1.79292833333333,0.113769729296591,0.111791887766202,-2.65466434177963,0.188657773662081,0.0519236293507532,"GCAM 6.0 NGFS","Delayed transition","30"
12,"Denmark","DK",20,19.0061533333333,18.1723049318191,19.8400017348476,0.528295218534761,0,0.639878484457967,0.992909553676384,0.708686533639905,2.1035693881897,-0.993846666666666,0.111583265923207,0.992909553676384,-1.82769506818091,0.180391315105144,2.1035693881897,"GCAM 6.0 NGFS","Delayed transition","30"
13,"Egypt","EG",5.4,5.35732166666667,4.55136146303731,6.16328187029602,4.92983395861495,36.992483158093,4.97154884306342,37.4518364440863,5.81586127980679,46.9127445776184,-0.0426783333333338,0.0417148844484698,0.459353285993309,-0.848638536962689,0.886027321191839,9.92026141952542,"GCAM 6.0 NGFS","Delayed transition","30"
14,"Estonia","EE",17,15.068985,14.2617332688279,15.8762367311721,0.783809906904573,2.85987858509344,0.908241178602952,2.95963312436214,0.980942607512417,2.91037563981641,-1.931015,0.124431271698379,0.0997545392687016,-2.73826673117209,0.197132700607844,0.0504970547229675,"GCAM 6.0 NGFS","Delayed transition","30"
15,"Finland","FI",19,18.1351833333333,17.2375652084926,19.032801458174,0.640457129391164,1.00324021516269,0.711365881162779,2.14053646214879,0.769698906476375,2.76756472307642,-0.864816666666666,0.0709087517716145,1.1372962469861,-1.76243479150735,0.129241777085211,1.76432450791373,"GCAM 6.0 NGFS","Delayed transition","30"
16,"France","FR",18,16.3039283333333,15.2879095023246,17.3199471643421,0.720901920982245,2.2670672729256,0.824769041563714,2.99858769560259,0.891535888080222,2.97850988476534,-1.69607166666666,0.103867120581469,0.731520422676994,-2.71209049767541,0.170633967097977,0.711442611839743,"GCAM 6.0 NGFS","Delayed transition","30"
