Model,Scenario,Category,Policy_category
WITCH 5.0,EN_NPi2020_600,C3,P2a
WITCH 5.0,EN_NPi2020_600f,C3,P2a
WITCH 5.0,EN_NPi2020_700,C3,P2a
WITCH 5.0,EN_NPi2020_700f,C3,P2a
WITCH 5.0,EN_NPi2020_800,C3,P2a
WITCH 5.0,EN_NPi2020_800f,C3,P2a
WITCH 5.0,EN_NPi2020_900,C3,P2a
WITCH 5.0,EN_NPi2020_900f,C3,P2a
WITCH 5.0,EN_NPi2100,C7,P1b
WITCH 5.0,EN_NoPolicy,C7,P1a
WITCH-GLOBIOM 3.1,SSP1-19,C1,P2a
WITCH-GLOBIOM 3.1,SSP1-Baseline,C7,P1a
WITCH-GLOBIOM 3.1,SSP4-19,C1,P2a
WITCH-GLOBIOM 3.1,SSP4-Baseline,C7,P1a
WITCH-GLOBIOM 4.2,EMF30_CH4-Only,C7,P1d
WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF,C7,P0
WITCH-GLOBIOM 4.2,EMF30_SLCF,C7,P1d
WITCH-GLOBIOM 4.4,CD-LINKS_INDC2030i_1600,C3,P3b
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,C7,P1c
WITCH-GLOBIOM 4.4,CD-LINKS_NDC2030i_1000,C2,P3b
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,C7,P1b
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,C1,P2a
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,C3,P2a
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_400,C1,P2a
WITCH-GLOBIOM 4.4,CD-LINKS_NoPolicy,C7,P1a
